Sr. No.,Q,P1,P2,Pcd,Phd,T1,T2,T3,T4,Eff,Status,,,,
296,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
297,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
298,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
299,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
300,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
301,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
302,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
303,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
304,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
305,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
306,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
307,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
308,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
309,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
310,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
311,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
312,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
313,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
314,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
315,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
316,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
317,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
318,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
319,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
320,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
321,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
322,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
323,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
324,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
325,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
326,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
327,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
328,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
329,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
330,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
331,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
332,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
333,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
334,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
335,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
336,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
337,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
338,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
339,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
340,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
341,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
342,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
343,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
344,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
345,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
346,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
347,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
348,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
349,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
350,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
351,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
352,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
353,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
354,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
355,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
356,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
357,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
358,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
359,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
360,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
361,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
362,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
363,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
364,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
365,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
366,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
367,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
368,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
369,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
370,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
371,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
372,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
373,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
374,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
375,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
376,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
377,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
378,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
379,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
380,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
381,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
382,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
383,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
384,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
385,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
386,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
387,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
388,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
389,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
390,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
391,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
392,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
393,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
394,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
395,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
396,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
397,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
398,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
399,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
400,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
401,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
402,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
403,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
404,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
405,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
406,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
407,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
408,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
409,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
410,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
411,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
412,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
413,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
414,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
415,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
416,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
417,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
418,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
419,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
420,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
421,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
422,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
423,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
424,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
425,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
426,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
427,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
428,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
429,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
430,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
431,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
432,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
433,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
434,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
435,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
436,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
437,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
438,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
439,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
440,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
441,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
442,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
443,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
444,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
445,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
446,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
447,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
448,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
449,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
450,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
451,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
452,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
453,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
454,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
455,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
456,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
457,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
458,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
459,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
460,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
461,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
462,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
463,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
464,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
465,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
466,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
467,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
468,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
469,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
470,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
471,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
472,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
473,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
474,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
475,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
476,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
477,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
478,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
479,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
480,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
481,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
482,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
483,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
484,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
485,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
486,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
487,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
488,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
489,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
490,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
491,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
492,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
493,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
494,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
495,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
496,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
497,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
498,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
499,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
500,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
501,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
502,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
503,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
504,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
505,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
506,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
507,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
508,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
509,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
510,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
511,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
512,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
513,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
514,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
515,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
516,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
517,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
518,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
519,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
520,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
521,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
522,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
523,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
524,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
525,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
526,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
527,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
528,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
529,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
530,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
531,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
532,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
533,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
534,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
535,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
536,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
537,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
538,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
539,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
540,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
541,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
542,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
543,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
544,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
545,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
546,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
547,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
548,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
549,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
550,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
551,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
552,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
553,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
554,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
555,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
556,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
557,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
558,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
559,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
560,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
561,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
562,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
563,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
564,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
565,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
566,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
567,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
568,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
569,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
570,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
571,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
572,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
573,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
574,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
575,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
576,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
577,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
578,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
579,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
580,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
581,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
582,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
583,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
584,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
585,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
586,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
587,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
588,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
589,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
590,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
591,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
